date,volume,open,close,high,low,symbol,ratio,ratio_adj,split_factor,volume_adj,open_adj,close_adj,high_adj,low_adj,dollar_volume
2005-02-24,25732348.0,183.37,188.89,189.85,182.23,GOOG,,,0.5,12866174.0,366.74,377.78,379.7,364.46,4860583213.719999
2005-02-25,9977601.0,189.15,185.87,189.92,185.51,GOOG,,,0.5,4988800.5,378.3,371.74,379.84,371.02,1854536697.8700001
2005-02-28,7824293.0,186.0,187.99,189.87,185.85,GOOG,,,0.5,3912146.5,372.0,375.98,379.74,371.7,1470888841.0700002
2005-03-01,9430348.0,189.29,186.06,189.75,185.39,GOOG,,,0.5,4715174.0,378.58,372.12,379.5,370.78,1754610548.88
2005-03-02,7323936.0,185.95,185.18,187.67,184.36,GOOG,,,0.5,3661968.0,371.9,370.36,375.34,368.72,1356246468.48
2005-03-03,7612159.0,186.13,187.005,187.75,184.31,GOOG,,,0.5,3806079.5,372.26,374.01,375.5,368.62,1423511793.795
2005-03-04,6777529.0,186.7,185.9,187.25,185.07,GOOG,,,0.5,3388764.5,373.4,371.8,374.5,370.14,1259942641.1000001
2005-03-07,8710329.0,187.78,188.81,189.6,187.03,GOOG,,,0.5,4355164.5,375.56,377.62,379.2,374.06,1644597218.49
2005-03-08,8041420.0,189.1,185.2,189.85,184.97,GOOG,,,0.5,4020710.0,378.2,370.4,379.7,369.94,1489270984.0
2005-03-09,11375297.0,184.21,181.35,184.65,180.16,GOOG,,,0.5,5687648.5,368.42,362.7,369.3,360.32,2062910110.95
2005-03-10,10963911.0,181.01,179.98,181.2,177.4,GOOG,,,0.5,5481955.5,362.02,359.96,362.4,354.8,1973284701.78
2005-03-11,8028469.0,180.44,177.8,180.95,177.15,GOOG,,,0.5,4014234.5,360.88,355.6,361.9,354.3,1427461788.2
2005-03-14,11144411.0,178.33,174.99,178.4,172.57,GOOG,,,0.5,5572205.5,356.66,349.98,356.8,345.14,1950160480.89
2005-03-15,10444435.0,175.3,178.61,180.0,174.21,GOOG,,,0.5,5222217.5,350.6,357.22,360.0,348.42,1865480535.3500001
2005-03-16,7149279.0,176.7,175.6,178.61,175.01,GOOG,,,0.5,3574639.5,353.4,351.2,357.22,350.02,1255413392.3999999
2005-03-17,8261195.0,177.13,179.29,179.64,175.8,GOOG,,,0.5,4130597.5,354.26,358.58,359.28,351.6,1481149651.55
2005-03-18,7152656.0,178.81,180.04,180.4,178.31,GOOG,,,0.5,3576328.0,357.62,360.08,360.8,356.62,1287764186.24
2005-03-21,7474415.0,179.27,180.88,182.17,177.25,GOOG,,,0.5,3737207.5,358.54,361.76,364.34,354.5,1351972185.2
2005-03-22,5648953.0,181.18,178.6,181.94,177.85,GOOG,,,0.5,2824476.5,362.36,357.2,363.88,355.7,1008903005.8
2005-03-23,4856119.0,177.97,178.98,180.24,177.97,GOOG,,,0.5,2428059.5,355.94,357.96,360.48,355.94,869148178.62
2005-03-24,3727539.0,180.7,179.25,180.86,179.2,GOOG,,,0.5,1863769.5,361.4,358.5,361.72,358.4,668161365.75
2005-03-28,8747200.0,181.68,181.42,184.8,180.95,GOOG,,,0.5,4373600.0,363.36,362.84,369.6,361.9,1586917024.0
2005-03-29,6477602.0,181.05,179.57,183.28,178.07,GOOG,,,0.5,3238801.0,362.1,359.14,366.56,356.14,1163182991.1399999
2005-03-30,6260231.0,180.64,180.45,181.45,179.6,GOOG,,,0.5,3130115.5,361.28,360.9,362.9,359.2,1129658683.95
2005-03-31,6770162.0,177.95,180.51,181.39,177.64,GOOG,,,0.5,3385081.0,355.9,361.02,362.78,355.28,1222081942.62
2005-04-01,6187866.0,181.76,180.04,182.95,179.99,GOOG,,,0.5,3093933.0,363.52,360.08,365.9,359.98,1114063394.6399999
2005-04-04,8077708.0,179.95,185.29,185.32,179.84,GOOG,,,0.5,4038854.0,359.9,370.58,370.64,359.68,1496718515.32
2005-04-05,8709113.0,187.73,188.57,190.26,187.57,GOOG,,,0.5,4354556.5,375.46,377.14,380.52,375.14,1642277438.4099998
2005-04-06,5272672.0,189.24,189.22,189.65,187.58,GOOG,,,0.5,2636336.0,378.48,378.44,379.3,375.16,997694995.84
2005-04-07,9673762.0,188.78,193.76,194.62,188.64,GOOG,,,0.5,4836881.0,377.56,387.52,389.24,377.28,1874388125.12
2005-04-08,5116704.0,193.69,192.05,195.1,191.45,GOOG,,,0.5,2558352.0,387.38,384.1,390.2,382.9,982663003.2
2005-04-11,5411925.0,193.09,193.23,194.8,192.32,GOOG,,,0.5,2705962.5,386.18,386.46,389.6,384.64,1045746267.75
2005-04-12,7220782.0,193.0,193.955,194.42,189.41,GOOG,,,0.5,3610391.0,386.0,387.91,388.84,378.82,1400506772.8100002
2005-04-13,6558128.0,193.47,192.93,194.32,189.73,GOOG,,,0.5,3279064.0,386.94,385.86,388.64,379.46,1265259635.04
2005-04-14,6162356.0,193.27,191.45,194.36,190.1,GOOG,,,0.5,3081178.0,386.54,382.9,388.72,380.2,1179783056.2
2005-04-15,11521809.0,190.1,185.0,190.34,184.66,GOOG,,,0.5,5760904.5,380.2,370.0,380.68,369.32,2131534665.0
2005-04-18,6754950.0,184.58,186.97,187.88,183.49,GOOG,,,0.5,3377475.0,369.16,373.94,375.76,366.98,1262973001.5
2005-04-19,8560170.0,189.33,191.4,192.0,188.03,GOOG,,,0.5,4280085.0,378.66,382.8,384.0,376.06,1638416538.0
2005-04-20,15464939.0,198.58,198.1,200.5,195.91,GOOG,,,0.5,7732469.5,397.16,396.2,401.0,391.82,3063604415.9
2005-04-21,18675311.0,200.42,204.22,205.0,199.32,GOOG,,,0.5,9337655.5,400.84,408.44,410.0,398.64,3813872012.42
2005-04-22,33206529.0,222.905,215.81,224.0,214.26,GOOG,,,0.5,16603264.5,445.81,431.62,448.0,428.52,7166301023.49
2005-04-25,19856420.0,217.82,223.53,224.74,217.52,GOOG,,,0.5,9928210.0,435.64,447.06,449.48,435.04,4438505562.6
2005-04-26,17266520.0,220.22,218.75,222.0,218.29,GOOG,,,0.5,8633260.0,440.44,437.5,444.0,436.58,3777051250.0
2005-04-27,10317176.0,217.99,219.78,220.85,216.74,GOOG,,,0.5,5158588.0,435.98,439.56,441.7,433.48,2267508941.28
2005-04-28,8687968.0,219.5,219.45,222.08,217.71,GOOG,,,0.5,4343984.0,439.0,438.9,444.16,435.42,1906574577.6
2005-04-29,9183854.0,221.91,220.0,222.25,217.82,GOOG,,,0.5,4591927.0,443.82,440.0,444.5,435.64,2020447880.0
2005-05-02,9777195.0,222.05,222.29,223.7,220.21,GOOG,,,0.5,4888597.5,444.1,444.58,447.4,440.42,2173372676.5499997
2005-05-03,17794250.0,221.85,226.19,228.15,221.32,GOOG,,,0.5,8897125.0,443.7,452.38,456.3,442.64,4024881407.5
2005-05-04,12164308.0,227.23,228.5,229.88,226.999,GOOG,,,0.5,6082154.0,454.46,457.0,459.76,453.998,2779544378.0
2005-05-05,7516776.0,228.62,226.98,228.62,225.88,GOOG,,,0.5,3758388.0,457.24,453.96,457.24,451.76,1706157816.48
2005-05-06,6770910.0,228.4,228.02,229.25,226.47,GOOG,,,0.5,3385455.0,456.8,456.04,458.5,452.94,1543902898.2
2005-05-09,5537629.0,228.0,226.02,228.5,225.43,GOOG,,,0.5,2768814.5,456.0,452.04,457.0,450.86,1251614906.5800002
2005-05-10,6281914.0,225.47,227.8,227.8,224.72,GOOG,,,0.5,3140957.0,450.94,455.6,455.6,449.44,1431020009.2
2005-05-11,11472897.0,228.97,231.29,231.98,227.93,GOOG,,,0.5,5736448.5,457.94,462.58,463.96,455.86,2653566347.13
2005-05-12,8952783.0,230.81,228.72,232.23,228.2,GOOG,,,0.5,4476391.5,461.62,457.44,464.46,456.4,2047680527.76
2005-05-13,7416007.0,229.18,229.24,231.09,227.32,GOOG,,,0.5,3708003.5,458.36,458.48,462.18,454.64,1700045444.68
2005-05-16,5767655.0,229.68,231.05,231.62,228.57,GOOG,,,0.5,2883827.5,459.36,462.1,463.24,457.14,1332616687.75
2005-05-17,7806439.0,230.56,233.13,233.45,230.2,GOOG,,,0.5,3903219.5,461.12,466.26,466.9,460.4,1819915124.07
2005-05-18,12311318.0,233.61,239.16,239.97,233.52,GOOG,,,0.5,6155659.0,467.22,478.32,479.94,467.04,2944374812.88
2005-05-19,9672225.0,240.34,239.18,241.17,238.27,GOOG,,,0.5,4836112.5,480.68,478.36,482.34,476.54,2313402775.5
2005-05-20,8165393.0,241.21,241.61,241.67,239.65,GOOG,,,0.5,4082696.5,482.42,483.22,483.34,479.3,1972840602.73
2005-05-23,21433849.0,243.16,255.45,258.1,242.71,GOOG,,,0.5,10716924.5,486.32,510.9,516.2,485.42,5475276727.05
2005-05-24,29119432.0,256.96,256.0,265.44,253.5,GOOG,,,0.5,14559716.0,513.92,512.0,530.88,507.0,7454574592.0
2005-05-25,18157135.0,252.73,260.81,260.98,250.63,GOOG,,,0.5,9078567.5,505.46,521.62,521.96,501.26,4735562379.35
2005-05-26,13550408.0,260.96,259.2,263.76,258.3,GOOG,,,0.5,6775204.0,521.92,518.4,527.52,516.6,3512265753.6
2005-05-27,12190561.0,260.46,266.0,266.05,259.25,GOOG,,,0.5,6095280.5,520.92,532.0,532.1,518.5,3242689226.0
2005-05-31,22274929.0,269.43,277.27,278.4,269.37,GOOG,,,0.5,11137464.5,538.86,554.54,556.8,538.74,6176169563.83
2005-06-01,35246525.0,283.2,288.0,292.89,282.02,GOOG,,,0.5,17623262.5,566.4,576.0,585.78,564.04,10150999200.0
2005-06-02,17978291.0,288.73,287.9,289.78,284.6,GOOG,,,0.5,8989145.5,577.46,575.8,579.56,569.2,5175949978.9
2005-06-03,18815856.0,286.79,280.26,289.3,277.41,GOOG,,,0.5,9407928.0,573.58,560.52,578.6,554.82,5273331802.559999
2005-06-06,22599499.0,282.39,290.94,293.75,281.83,GOOG,,,0.5,11299749.5,564.78,581.88,587.5,563.66,6575098239.06
2005-06-07,24336806.0,297.1,293.124,299.59,290.3,GOOG,,,0.5,12168403.0,594.2,586.248,599.18,580.6,7133701921.944
2005-06-08,25819015.0,292.85,279.56,293.19,278.0,GOOG,,,0.5,12909507.5,585.7,559.12,586.38,556.0,7217963833.4
2005-06-09,16456573.0,284.72,286.31,288.5,280.56,GOOG,,,0.5,8228286.5,569.44,572.62,577.0,561.12,4711681415.63
2005-06-10,12720422.0,286.99,282.5,287.28,280.02,GOOG,,,0.5,6360211.0,573.98,565.0,574.56,560.04,3593519215.0
2005-06-13,12818132.0,279.82,282.75,284.19,276.52,GOOG,,,0.5,6409066.0,559.64,565.5,568.38,553.04,3624326823.0
2005-06-14,10127384.0,278.59,278.35,281.24,277.75,GOOG,,,0.5,5063692.0,557.18,556.7,562.48,555.5,2818957336.4
2005-06-15,20923243.0,275.0,274.8,277.3,267.43,GOOG,,,0.5,10461621.5,550.0,549.6,554.6,534.86,5749707176.400001
2005-06-16,12469496.0,274.26,277.44,278.3,273.07,GOOG,,,0.5,6234748.0,548.52,554.88,556.6,546.14,3459536970.24
2005-06-17,10435283.0,279.0,280.3,280.3,275.9,GOOG,,,0.5,5217641.5,558.0,560.6,560.6,551.8,2925009824.9
2005-06-20,20986968.0,276.09,286.7,287.672,271.73,GOOG,,,0.5,10493484.0,552.18,573.4,575.344,543.46,6016963725.599999
2005-06-21,15152575.0,288.07,287.84,290.3,284.97,GOOG,,,0.5,7576287.5,576.14,575.68,580.6,569.94,4361517188.0
2005-06-22,10557675.0,289.67,289.3,292.32,288.67,GOOG,,,0.5,5278837.5,579.34,578.6,584.64,577.34,3054335377.5
2005-06-23,14083140.0,288.0,289.71,294.81,286.5,GOOG,,,0.5,7041570.0,576.0,579.42,589.62,573.0,4080026489.3999996
2005-06-24,20176742.0,290.9,297.25,298.0,289.58,GOOG,,,0.5,10088371.0,581.8,594.5,596.0,579.16,5997536559.5
2005-06-27,17876566.0,298.9,304.1,304.47,293.86,GOOG,,,0.5,8938283.0,597.8,608.2,608.94,587.72,5436263720.6
2005-06-28,19078949.0,306.28,302.0,309.25,302.0,GOOG,,,0.5,9539474.5,612.56,604.0,618.5,604.0,5761842598.0
2005-06-29,18318175.0,302.5,292.72,304.38,292.15,GOOG,,,0.5,9159087.5,605.0,585.44,608.76,584.3,5362096186.000001
2005-06-30,15101930.0,294.34,294.15,298.93,291.04,GOOG,,,0.5,7550965.0,588.68,588.3,597.86,582.08,4442232709.5
2005-07-01,9232713.0,295.04,291.25,296.24,289.22,GOOG,,,0.5,4616356.5,590.08,582.5,592.48,578.44,2689027661.25
2005-07-05,7497827.0,292.1,295.71,295.98,290.23,GOOG,,,0.5,3748913.5,584.2,591.42,591.96,580.46,2217182422.17
2005-07-06,8034689.0,297.3,291.525,297.6,291.38,GOOG,,,0.5,4017344.5,594.6,583.05,595.2,582.76,2342312710.725
2005-07-07,10682527.0,289.39,295.54,295.8,288.51,GOOG,,,0.5,5341263.5,578.78,591.08,591.6,577.02,3157114029.5800004
2005-07-08,7449423.0,296.25,296.23,297.5,294.05,GOOG,,,0.5,3724711.5,592.5,592.46,595.0,588.1,2206742575.29
2005-07-11,8414373.0,296.4,293.35,296.6,291.02,GOOG,,,0.5,4207186.5,592.8,586.7,593.2,582.04,2468356319.55
2005-07-12,5872587.0,293.39,291.784,294.4,290.93,GOOG,,,0.5,2936293.5,586.78,583.568,588.8,581.86,1713526925.208
2005-07-13,11460450.0,292.51,298.86,299.24,292.1,GOOG,,,0.5,5730225.0,585.02,597.72,598.48,584.2,3425070087.0
2005-07-14,10684340.0,305.34,300.89,306.75,300.07,GOOG,,,0.5,5342170.0,610.68,601.78,613.5,600.14,3214811062.6
2005-07-15,8431910.0,301.24,301.19,303.4,299.78,GOOG,,,0.5,4215955.0,602.48,602.38,606.8,599.56,2539606972.9
2005-07-18,6226588.0,300.0,299.54,301.9,297.75,GOOG,,,0.5,3113294.0,600.0,599.08,603.8,595.5,1865112169.5200002
2005-07-19,12773227.0,302.1,309.9,310.35,301.8,GOOG,,,0.5,6386613.5,604.2,619.8,620.7,603.6,3958423047.2999997
2005-07-20,14363219.0,305.57,312.0,312.6088,301.8,GOOG,,,0.5,7181609.5,611.14,624.0,625.2176,603.6,4481324328.0
2005-07-21,21279387.0,314.05,313.94,317.8,311.21,GOOG,,,0.5,10639693.5,628.1,627.88,635.6,622.42,6680450754.78
2005-07-22,23413816.0,306.37,302.4,309.25,296.33,GOOG,,,0.5,11706908.0,612.74,604.8,618.5,592.66,7080337958.4
2005-07-25,9660743.0,302.39,295.85,303.29,294.96,GOOG,,,0.5,4830371.5,604.78,591.7,606.58,589.92,2858130816.55
2005-07-26,9839232.0,295.01,296.09,298.0,292.09,GOOG,,,0.5,4919616.0,590.02,592.18,596.0,584.18,2913298202.8799996
2005-07-27,7368935.0,297.74,296.93,298.23,292.4,GOOG,,,0.5,3684467.5,595.48,593.86,596.46,584.8,2188057869.55
2005-07-28,5927820.0,297.41,293.5,297.41,293.28,GOOG,,,0.5,2963910.0,594.82,587.0,594.82,586.56,1739815170.0
2005-07-29,8355290.0,292.14,287.76,292.84,286.99,GOOG,,,0.5,4177645.0,584.28,575.52,585.68,573.98,2404318250.4
2005-08-01,5654789.0,288.12,291.6099,292.5,288.1,GOOG,,,0.5,2827394.5,576.24,583.2198,585.0,576.2,1648992454.8111
2005-08-02,7300282.0,291.6,299.19,299.52,291.12,GOOG,,,0.5,3650141.0,583.2,598.38,599.04,582.24,2184171371.58
2005-08-03,5939351.0,298.0,297.3,299.72,295.6,GOOG,,,0.5,2969675.5,596.0,594.6,599.44,591.2,1765769052.3
2005-08-04,5317909.0,295.55,297.73,299.0,295.25,GOOG,,,0.5,2658954.5,591.1,595.46,598.0,590.5,1583301046.5700002
2005-08-05,5954626.0,297.5,292.35,298.51,291.31,GOOG,,,0.5,2977313.0,595.0,584.7,597.02,582.62,1740834911.1000001
2005-08-08,4487796.0,293.6,291.25,295.65,290.49,GOOG,,,0.5,2243898.0,587.2,582.5,591.3,580.98,1307070585.0
2005-08-09,5783987.0,291.96,291.57,292.68,288.51,GOOG,,,0.5,2891993.5,583.92,583.14,585.36,577.02,1686437089.59
2005-08-10,7003074.0,291.3,285.68,292.33,284.88,GOOG,,,0.5,3501537.0,582.6,571.36,584.66,569.76,2000638180.32
2005-08-11,7505046.0,285.89,284.05,286.58,280.62,GOOG,,,0.5,3752523.0,571.78,568.1,573.16,561.24,2131808316.3000002
2005-08-12,6593335.0,283.36,289.721,290.2,281.64,GOOG,,,0.5,3296667.5,566.72,579.442,580.4,563.28,1910227609.535
2005-08-15,8176602.0,289.8,284.0,292.77,283.77,GOOG,,,0.5,4088301.0,579.6,568.0,585.54,567.54,2322154968.0
2005-08-16,7112789.0,284.88,285.65,287.79,283.34,GOOG,,,0.5,3556394.5,569.76,571.3,575.58,566.68,2031768177.85
2005-08-17,3894053.0,285.51,285.1,286.57,284.0,GOOG,,,0.5,1947026.5,571.02,570.2,573.14,568.0,1110194510.3000002
2005-08-18,11941084.0,275.91,279.99,280.5,275.0,GOOG,,,0.5,5970542.0,551.82,559.98,561.0,550.0,3343384109.1600003
2005-08-19,5610531.0,280.99,280.0,281.45,279.62,GOOG,,,0.5,2805265.5,561.98,560.0,562.9,559.24,1570948680.0
2005-08-22,6878579.0,281.24,274.01,281.47,273.35,GOOG,,,0.5,3439289.5,562.48,548.02,562.94,546.7,1884799431.79
2005-08-23,5846364.0,276.16,279.58,279.74,274.12,GOOG,,,0.5,2923182.0,552.32,559.16,559.48,548.24,1634526447.12
2005-08-24,8595613.0,277.57,282.57,284.75,276.45,GOOG,,,0.5,4297806.5,555.14,565.14,569.5,552.9,2428862365.41
2005-08-25,4377871.0,282.55,282.59,284.0,279.97,GOOG,,,0.5,2188935.5,565.1,565.18,568.0,559.94,1237142565.8899999
2005-08-26,3754400.0,283.48,283.58,285.02,282.66,GOOG,,,0.5,1877200.0,566.96,567.16,570.04,565.32,1064672751.9999999
2005-08-29,5904585.0,282.24,288.45,289.12,282.24,GOOG,,,0.5,2952292.5,564.48,576.9,578.24,564.48,1703177543.25
2005-08-30,4792410.0,287.39,287.27,289.51,285.88,GOOG,,,0.5,2396205.0,574.78,574.54,579.02,571.76,1376715620.6999998
2005-08-31,5034099.0,288.23,286.0,288.5,284.36,GOOG,,,0.5,2517049.5,576.46,572.0,577.0,568.72,1439752314.0
2005-09-01,2742484.0,285.91,286.58,287.5,285.0,GOOG,,,0.5,1371242.0,571.82,573.16,575.0,570.0,785941064.7199999
2005-09-02,3433423.0,286.51,288.45,289.99,286.44,GOOG,,,0.5,1716711.5,573.02,576.9,579.98,572.88,990370864.3499999
2005-09-06,4212775.0,289.0,287.11,289.39,286.8,GOOG,,,0.5,2106387.5,578.0,574.22,578.78,573.6,1209529830.25
2005-09-07,7501491.0,285.89,294.87,295.5,285.28,GOOG,,,0.5,3750745.5,571.78,589.74,591.0,570.56,2211964651.17
2005-09-08,6614790.0,294.83,295.39,299.28,293.36,GOOG,,,0.5,3307395.0,589.66,590.78,598.56,586.72,1953942818.1
2005-09-09,4468241.0,297.28,299.09,299.1,296.56,GOOG,,,0.5,2234120.5,594.56,598.18,598.2,593.12,1336406200.6899998
2005-09-12,10387415.0,301.75,309.74,311.42,301.0,GOOG,,,0.5,5193707.5,603.5,619.48,622.84,602.0,3217397922.1
2005-09-13,10300401.0,309.0,311.68,315.53,306.17,GOOG,,,0.5,5150200.5,618.0,623.36,631.06,612.34,3210428983.6800003
2005-09-14,11286140.0,308.73,303.0,313.28,300.3,GOOG,,,0.5,5643070.0,617.46,606.0,626.56,600.6,3419700420.0
2005-09-15,15471202.0,299.52,302.62,306.75,297.91,GOOG,,,0.5,7735601.0,599.04,605.24,613.5,595.82,4681895149.24
2005-09-16,7582013.0,304.02,300.2,304.5,299.87,GOOG,,,0.5,3791006.5,608.04,600.4,609.0,599.74,2276120302.6
2005-09-19,5763979.0,301.0,303.79,306.0,300.71,GOOG,,,0.5,2881989.5,602.0,607.58,612.0,601.42,1751039180.41
2005-09-20,9404822.0,306.15,307.91,311.3,305.23,GOOG,,,0.5,4702411.0,612.3,615.82,622.6,610.46,2895838742.0200005
2005-09-21,10121281.0,308.41,311.9,313.76,305.96,GOOG,,,0.5,5060640.5,616.82,623.8,627.52,611.92,3156827543.8999996
2005-09-22,13008952.0,311.5,311.37,319.22,310.17,GOOG,,,0.5,6504476.0,623.0,622.74,638.44,620.34,4050597384.2400002
2005-09-23,8486213.0,313.0,315.36,317.21,312.59,GOOG,,,0.5,4243106.5,626.0,630.72,634.42,625.18,2676212131.6800003
2005-09-26,9896294.0,319.5,314.28,320.95,312.56,GOOG,,,0.5,4948147.0,639.0,628.56,641.9,625.12,3110207278.3199997
2005-09-27,6876255.0,314.95,313.94,318.41,313.38,GOOG,,,0.5,3438127.5,629.9,627.88,636.82,626.76,2158731494.7
2005-09-28,8000668.0,314.22,306.0,315.1,305.6,GOOG,,,0.5,4000334.0,628.44,612.0,630.2,611.2,2448204408.0
2005-09-29,5614117.0,306.68,309.62,310.72,306.08,GOOG,,,0.5,2807058.5,613.36,619.24,621.44,612.16,1738242905.54
2005-09-30,9171099.0,314.22,316.46,317.5,312.29,GOOG,,,0.5,4585549.5,628.44,632.92,635.0,624.58,2902285989.54
2005-10-03,9164380.0,313.63,318.68,320.11,312.79,GOOG,,,0.5,4582190.0,627.26,637.36,640.22,625.58,2920504618.4
2005-10-04,9145174.0,319.95,311.0,321.28,310.74,GOOG,,,0.5,4572587.0,639.9,622.0,642.56,621.48,2844149114.0
2005-10-05,8328197.0,312.69,310.71,314.9,308.0,GOOG,,,0.5,4164098.5,625.38,621.42,629.8,616.0,2587654089.87
2005-10-06,8031000.0,314.14,312.75,314.48,310.09,GOOG,,,0.5,4015500.0,628.28,625.5,628.96,620.18,2511695250.0
2005-10-07,6769413.0,314.79,312.99,316.67,310.54,GOOG,,,0.5,3384706.5,629.58,625.98,633.34,621.08,2118758574.8700001
2005-10-10,5573650.0,313.31,310.65,314.82,309.15,GOOG,,,0.5,2786825.0,626.62,621.3,629.64,618.3,1731454372.4999998
2005-10-11,8555441.0,310.61,306.1,312.65,304.86,GOOG,,,0.5,4277720.5,621.22,612.2,625.3,609.72,2618820490.1000004
2005-10-12,9306430.0,305.2,300.97,307.19,299.0,GOOG,,,0.5,4653215.0,610.4,601.94,614.38,598.0,2800956237.1000004
2005-10-13,10567915.0,302.0,297.44,302.0,290.685,GOOG,,,0.5,5283957.5,604.0,594.88,604.0,581.37,3143320637.6
2005-10-14,8520588.0,299.9,296.14,300.23,292.54,GOOG,,,0.5,4260294.0,599.8,592.28,600.46,585.08,2523286930.3199997
